% 116
1.0 1.0 1
2.0 1.0 0
3.0 1.0 0
4.0 1.0 1
5.0 1.0 0
6.0 1.0 0
7.0 1.0 0
8.0 1.0 0
9.0 1.0 0
10.0 1.0 0
11.0 1.0 0
12.0 1.0 0
13.0 1.0 0
14.0 1.0 0
15.0 1.0 0
16.0 1.0 0
17.0 1.0 0
18.0 1.0 0
19.0 1.0 0
20.0 1.0 0
21.0 1.0 0
22.0 1.0 0
23.0 1.0 0
24.0 1.0 0
25.0 1.0 0
26.0 1.0 0
27.0 1.0 0
28.0 1.0 0
29.0 1.0 0
30.0 1.0 0
31.0 1.0 0
32.0 1.0 0
33.0 1.0 0
34.0 1.0 0
35.0 1.0 0
36.0 1.0 0
37.0 1.0 0
38.0 1.0 0
39.0 1.0 0

1.0 1.5 0
2.0 1.5 1
3.0 1.5 0
4.0 1.5 0
5.0 1.5 0
6.0 1.5 0
7.0 1.5 0
8.0 1.5 0
9.0 1.5 0
10.0 1.5 0
11.0 1.5 0
12.0 1.5 0
13.0 1.5 0
14.0 1.5 0
15.0 1.5 0
16.0 1.5 0
17.0 1.5 0
18.0 1.5 0
19.0 1.5 0
20.0 1.5 0
21.0 1.5 0
22.0 1.5 0
23.0 1.5 0
24.0 1.5 0
25.0 1.5 0
26.0 1.5 0
27.0 1.5 0
28.0 1.5 0
29.0 1.5 0
30.0 1.5 0
31.0 1.5 0
32.0 1.5 0
33.0 1.5 0
34.0 1.5 0
35.0 1.5 0
36.0 1.5 0
37.0 1.5 0
38.0 1.5 0
39.0 1.5 0

1.0 2.0 0
2.0 2.0 0
3.0 2.0 0
4.0 2.0 0
5.0 2.0 1
6.0 2.0 0
7.0 2.0 0
8.0 2.0 0
9.0 2.0 0
10.0 2.0 0
11.0 2.0 0
12.0 2.0 0
13.0 2.0 0
14.0 2.0 0
15.0 2.0 0
16.0 2.0 0
17.0 2.0 0
18.0 2.0 0
19.0 2.0 0
20.0 2.0 0
21.0 2.0 0
22.0 2.0 0
23.0 2.0 0
24.0 2.0 0
25.0 2.0 0
26.0 2.0 0
27.0 2.0 0
28.0 2.0 0
29.0 2.0 0
30.0 2.0 0
31.0 2.0 0
32.0 2.0 0
33.0 2.0 0
34.0 2.0 0
35.0 2.0 0
36.0 2.0 0
37.0 2.0 0
38.0 2.0 0
39.0 2.0 0

1.0 2.5 0
2.0 2.5 0
3.0 2.5 0
4.0 2.5 0
5.0 2.5 0
6.0 2.5 0
7.0 2.5 0
8.0 2.5 0
9.0 2.5 0
10.0 2.5 0
11.0 2.5 0
12.0 2.5 0
13.0 2.5 0
14.0 2.5 0
15.0 2.5 0
16.0 2.5 0
17.0 2.5 0
18.0 2.5 0
19.0 2.5 0
20.0 2.5 0
21.0 2.5 0
22.0 2.5 0
23.0 2.5 0
24.0 2.5 0
25.0 2.5 0
26.0 2.5 0
27.0 2.5 0
28.0 2.5 0
29.0 2.5 0
30.0 2.5 0
31.0 2.5 0
32.0 2.5 0
33.0 2.5 0
34.0 2.5 0
35.0 2.5 0
36.0 2.5 0
37.0 2.5 0
38.0 2.5 0
39.0 2.5 0

1.0 3.0 0
2.0 3.0 0
3.0 3.0 0
4.0 3.0 4
5.0 3.0 1
6.0 3.0 1
7.0 3.0 1
8.0 3.0 0
9.0 3.0 1
10.0 3.0 0
11.0 3.0 0
12.0 3.0 0
13.0 3.0 0
14.0 3.0 0
15.0 3.0 0
16.0 3.0 0
17.0 3.0 0
18.0 3.0 0
19.0 3.0 0
20.0 3.0 0
21.0 3.0 0
22.0 3.0 0
23.0 3.0 0
24.0 3.0 0
25.0 3.0 0
26.0 3.0 0
27.0 3.0 0
28.0 3.0 0
29.0 3.0 0
30.0 3.0 0
31.0 3.0 0
32.0 3.0 0
33.0 3.0 0
34.0 3.0 0
35.0 3.0 0
36.0 3.0 0
37.0 3.0 0
38.0 3.0 0
39.0 3.0 0

1.0 3.5 0
2.0 3.5 0
3.0 3.5 0
4.0 3.5 4
5.0 3.5 2
6.0 3.5 0
7.0 3.5 0
8.0 3.5 0
9.0 3.5 0
10.0 3.5 0
11.0 3.5 0
12.0 3.5 0
13.0 3.5 0
14.0 3.5 1
15.0 3.5 0
16.0 3.5 0
17.0 3.5 0
18.0 3.5 0
19.0 3.5 0
20.0 3.5 1
21.0 3.5 0
22.0 3.5 0
23.0 3.5 0
24.0 3.5 0
25.0 3.5 0
26.0 3.5 0
27.0 3.5 0
28.0 3.5 0
29.0 3.5 0
30.0 3.5 0
31.0 3.5 0
32.0 3.5 0
33.0 3.5 0
34.0 3.5 0
35.0 3.5 0
36.0 3.5 0
37.0 3.5 0
38.0 3.5 0
39.0 3.5 0

1.0 4.0 0
2.0 4.0 0
3.0 4.0 0
4.0 4.0 1
5.0 4.0 0
6.0 4.0 0
7.0 4.0 4
8.0 4.0 0
9.0 4.0 2
10.0 4.0 0
11.0 4.0 0
12.0 4.0 0
13.0 4.0 1
14.0 4.0 0
15.0 4.0 0
16.0 4.0 0
17.0 4.0 0
18.0 4.0 0
19.0 4.0 0
20.0 4.0 0
21.0 4.0 0
22.0 4.0 0
23.0 4.0 0
24.0 4.0 0
25.0 4.0 0
26.0 4.0 0
27.0 4.0 0
28.0 4.0 0
29.0 4.0 0
30.0 4.0 0
31.0 4.0 0
32.0 4.0 0
33.0 4.0 0
34.0 4.0 0
35.0 4.0 0
36.0 4.0 0
37.0 4.0 0
38.0 4.0 0
39.0 4.0 0

1.0 4.5 0
2.0 4.5 0
3.0 4.5 0
4.0 4.5 1
5.0 4.5 2
6.0 4.5 0
7.0 4.5 0
8.0 4.5 0
9.0 4.5 0
